occupation,skill,relation_type
chiropractic assistant,use different communication channels,optional
chiropractic assistant,communicate in healthcare,optional
chiropractic assistant,administer appointments,optional
chiropractic assistant,promote inclusion,optional
chiropractic assistant,apply organisational techniques,optional
mineral processing operator,work ergonomically,essential
mineral processing operator,collect samples,essential
mineral processing operator,mix treating materials,essential
mineral processing operator,handle chemicals,essential
mineral processing operator,troubleshoot,essential
mineral processing operator,conduct inter-shift communication,essential
mineral processing operator,electricity,optional
mineral processing operator,chemistry,optional
mineral processing operator,mechanics,optional
mineral processing operator,bioleaching,optional
mineral processing operator,write production reports,optional
mineral processing operator,operate wash plant,optional
mineral processing operator,handle mining plant waste,optional
mineral processing operator,test raw minerals,optional
mineral processing operator,train employees,optional
roofing supervisor,energy performance of buildings,essential
roofing supervisor,building codes,essential
roofing supervisor,roofing techniques,essential
roofing supervisor,advise on construction materials,essential
roofing supervisor,answer requests for quotation,essential
roofing supervisor,monitor stock level,essential
roofing supervisor,inspect construction supplies,essential
roofing supervisor,ensure equipment availability,essential
roofing supervisor,plan shifts of employees,essential
roofing supervisor,evaluate employees work,essential
